Days,Average_DMI,Energy_density_of_feed,Average_number_of_heads,Global_emission_Ton_CO2e
44,20.942973003504186,22.924799848524223,127.33509776820695,-8.498965684061773
330,15.159675683080806,18.996014443621437,229.4457292470871,402.2916389235331
94,18.780992081389016,20.36167505151623,346.63291545735376,107.30383636305592
356,24.90228163598248,21.778978251628775,365.5723395052859,1704.9334277924024
38,19.15922174079952,14.444071136739971,219.77644864042327,67.11339292788657
158,19.92377665184356,18.522533581912924,63.69641368232316,23.585773400102433
165,19.35562121584769,19.549054914838845,91.3700735619486,183.13599156323835
92,17.059922970889,17.40174323270011,382.59996190407753,171.031704101708
168,14.951537747138811,18.886059587087967,130.21306805515104,128.00971796557116
110,16.34728421071224,20.411512283962526,336.64661255160905,235.15008832422137
192,18.73126001037588,21.649305896784,375.140375014404,621.8769807551328
318,17.19068995949776,17.77683625425059,378.29952527869057,833.9528864919334
290,21.445557599876697,23.0729190079689,85.10016268279483,203.04886592510752
260,21.98077359185509,25.186209038038477,108.93222655865554,276.2266350628176
70,21.410858972882405,15.733294823917024,211.23247753806484,36.54237334230258
57,15.103947466747467,17.772769839939837,161.72388322198364,-16.50101559552251
164,22.669184159564008,18.501004123226494,177.88226659059114,194.064436484063
230,18.9995333008614,15.369163525693631,233.23240249633815,340.29340535579183
357,25.4160641043554,21.94740540178043,377.33753504856816,1776.5031703291472
297,20.83298679681141,16.738940782850232,220.95899640215956,514.9663254090771
62,15.098690695151802,25.790443881870303,202.53919623564602,-2.0526709222952775
77,14.119835163507243,15.793483248694933,279.8782855995937,69.45756464276525
91,23.13265980117001,23.446030012187762,99.0545269414788,11.777166651399256
245,19.20663957161009,22.54597368873251,218.33104102593882,541.8452421425843
322,17.743946357814316,20.091159406174974,303.12705654141286,871.4280510706358
128,19.813327532043772,20.71327964743105,257.50395989009445,287.1239646971685
201,14.941107624900786,16.07467187629966,313.15885137865513,247.39298164496455
243,19.09579635165436,14.374849404415952,360.0284232758284,467.41361891574803
64,18.09109685792997,26.26144538382361,203.84807728619666,62.5258617944487
256,24.402458812620523,14.465847443576186,302.65688914880036,613.3541099510935
130,16.2731020999104,21.486251748166424,192.2296091203433,130.3396170300176
160,23.83211974586577,24.575247281847023,354.16348495236656,702.7780340376462
286,20.505232923249714,14.066853067644367,202.3577424135018,349.78840244984264
34,15.064543338110552,18.96968824048972,287.3085139674953,93.31958833388461
247,26.60582112867715,17.961204777423372,52.5739274797278,117.37799702000102
284,23.5447254417873,16.709874131963332,189.4170130063146,445.4270241184853
312,17.381225474757585,16.149764404144513,242.72480251542817,472.0406760886666
236,21.562792751810807,18.89993127428913,274.3999142910641,620.9176220008633
44,25.69916188758163,15.872259172188071,111.93264912230305,32.64917939945734
71,26.100490582018825,16.537369388343357,272.3663951300548,111.59025469833938
208,23.50505452257636,21.112334985570524,311.7890463744617,662.9566814898003
92,23.45971200983569,17.115508469919266,148.03235097392616,14.436306756899057
260,17.605696211313294,15.003696967752095,173.66150859008104,257.4147193869141
270,26.866905365496883,25.243657825885947,368.55561888051886,1509.292820454395
81,17.1652556628961,19.63385078794083,127.84252616177363,46.427344192681545
125,15.162283602785006,24.790574429974093,178.55619443350872,222.33276806148496
251,26.705942257247983,14.672888106569536,302.4601866160107,594.924576489298
260,15.986991034624602,22.280473711489506,118.1824302448457,192.60485402767299
266,20.780975218578984,24.640707853980715,226.9079771107705,614.3742078533926
172,20.087164249738688,23.052669635947822,311.0942734926174,555.6518726322652
200,25.026678305571693,24.960592636140525,72.66316347597746,227.78680022889665
58,19.156569941842136,15.458968549224444,134.94698100863468,175.5704857092796
65,20.528358979090566,16.227351071407448,250.10033177047424,105.20409837755695
42,14.568590092693007,16.07019006758372,140.30003218371706,-26.477171342417584
189,16.701885018642667,22.249590118392177,335.4574588900383,497.98093825118593
356,24.82894355797327,26.964983914194583,284.92063182971947,1571.451121836721
216,20.218695630929354,19.396687208645872,233.89848919823092,467.5506635615552
272,17.002112360148143,25.876419582367422,100.832258440613,296.9761100256575
115,18.79579546697345,25.60179362741388,286.59794183636205,312.9543503166399
313,17.70624309995271,24.55525611921117,108.31940606901733,322.1083541323547
95,21.23087049522395,20.237294960690548,378.22859585014754,266.9297779927474
199,14.66879823688609,18.13656530416077,75.92835313385592,85.55221920832906
74,16.924608059698652,14.728131655255552,191.16200817382426,-51.701824360584496
91,18.614544946825234,20.22673132355154,149.31134575621786,26.176153524985168
163,26.06678334762843,25.35705612724569,283.94319753821196,748.1606303863074
313,22.102616723635045,20.2534843334193,284.62577850659613,967.5001202048188
57,20.55529752296289,14.02116960918474,313.3541505078333,43.62127632050547
137,16.480704899132785,24.340318136535046,323.01573742521975,370.4967261200469
73,21.252089262462782,15.677202627948416,129.78071025829462,31.929384893469333
315,26.077124156934723,16.139021299917086,274.03916263604856,828.3662487243596
360,21.362020959353185,17.039065579883445,128.45558297554817,394.8296841271872
157,16.142062740412157,16.526038038482252,249.38586478534808,262.8733588230086
260,26.962546963571928,23.31653104399988,217.0960867930204,727.401184609274
219,20.485148603997363,26.228886690171343,326.4489691496589,894.526330883901
254,18.15421842401181,15.52200679564206,162.76248635116997,157.1441522726479
312,20.543889720371098,19.070088880570967,62.78709454506249,146.8824530083308
150,17.427980338113517,21.818532319426158,179.29639921994928,120.07717873266142
145,14.394851181213106,20.144228756718245,344.93789945196073,235.4876982502231
262,25.563776747688287,18.538607833986305,206.8082818444013,501.0382218203502
288,19.57536760086218,16.906352254830058,336.3820993894178,672.3377387473079
227,23.787605103191318,21.187107046521298,138.0686885243605,310.7514768882727
166,26.626319938607615,20.607541399489815,135.83634781372277,254.3958827341109
347,22.223638494226464,26.88851833680109,142.83362795243818,660.5127096449023
194,22.99101240175483,20.028561109293523,308.6107114378606,617.153630163248
254,26.26213231877216,25.498752934685175,240.90130286028264,887.6941268178035
336,20.71520779821544,26.275421136522517,298.3639146771441,1234.331188992898
263,18.15869841269043,18.268408091250187,182.16533002556568,306.08955543389027
201,25.977995336494544,17.887314713969033,206.6828899213603,380.34895405385623
181,14.896923414113195,26.247520207643973,216.1120792733282,153.21380686675062
344,16.789903398617312,21.51155901407538,223.57628768319768,652.1790458781139
189,18.43644041475931,16.49539831514773,151.71882747147637,143.80501653441453
125,24.167451074695077,17.32336386179964,288.5709313955416,273.29798338957164
262,25.750718807341187,14.2643754496749,238.86893808829188,465.815880066221
209,19.873225146890384,18.186561375611294,270.5385424116795,528.6303421389946
142,17.719659991773767,22.07336868936271,85.4308173867758,14.564828901497762
347,18.59173941613212,18.05262619783219,93.3629676355163,193.07712413061958
81,22.5351150850653,16.970678419746246,189.4529526728622,114.68002244080853
297,16.05409251584654,14.763440930958053,265.74451011420456,396.63593476306016
324,21.116600216325807,25.006233292539644,150.7530495235103,522.1992322432226
142,21.649762874241535,22.415102950626892,91.34357543332546,93.36949022916909
130,23.20212475531431,25.81187548977902,304.51992129024916,487.248981063108
142,21.85067280769038,14.285017566919402,326.7150317245484,216.38762182875672
110,15.260423079059722,25.98518545423228,275.843663477247,248.18319012152224
216,22.95438554037216,20.804040682197364,166.80312285428806,353.09317316869726
142,14.282716598317968,15.758555712820893,255.57342590001008,197.8884885938606
31,19.074014446956774,17.275104656272,158.75515653749858,-57.76898665451943
159,19.421818190277275,15.884606338595445,334.0915846464053,336.00858276409105
249,15.51619626587178,16.94275164849786,389.05852566441604,538.6802289767029
83,14.128142812659847,17.41483377275418,97.85889402035602,-76.27511467862544
253,14.925103937522717,21.58152964234071,315.6755385554994,506.2072520688954
254,19.80189951100212,17.39755040165281,50.865738921553,72.19324897014343
155,17.124605145580798,20.38862234853266,202.70698025717897,199.65449222288294
159,14.896745171440612,22.347080710375725,311.8392254039976,295.93366594416443
82,17.333270342318823,24.120298304865415,302.0218685204193,152.05782510469075
201,20.874690607706754,25.478164495051203,377.08699097312217,904.4973612531946
247,23.647804906362488,16.065425291673613,366.64448972828376,774.9771758233393
189,19.35601751097675,22.37453885819541,222.77037314730595,398.44655034269834
227,21.97093648489579,15.469492693544442,339.5209805436029,554.8865912861478
276,21.757940764210936,17.050226466540938,398.294759519355,898.6138494032249
353,25.652088600503227,21.410497030493513,253.6223370087288,1032.608114719648
232,16.33212555045421,26.31529273473965,279.7067025508507,552.2564323748959
213,20.193595765520186,21.912583175587837,78.23256347358478,126.66216555301023
152,22.213786509727733,25.386639792517478,394.49256059221153,741.8902915808263
284,20.756390225710675,22.733030862307494,370.4225194687389,1058.8740413265234
323,19.85444061620407,23.740861362111517,214.5085351415216,743.3527308009983
309,26.654966775330905,16.879111606851076,215.24809211324282,648.6290873686344
354,26.246179848115656,20.320495324865387,253.20618603317453,1113.950788799942
127,21.948920785687523,24.457287426219015,304.77838228319376,314.13264256204116
227,19.714484221657493,22.58675369336594,303.2039775693372,615.5786750577137
269,23.81996757698537,14.404850901238452,276.0469306672485,544.9556118432706
173,20.668151703418133,22.685296366690334,150.65600391823745,258.0043943448296
126,26.942405078776424,16.497127286254138,240.25591853296334,310.2721797666568
230,22.91718483789318,26.102480409461172,243.812131558286,812.074782392787
153,14.886080775409578,26.078679816889085,219.95814038358208,306.19219451048906
216,19.22483850720811,24.982855692201976,74.02530819599782,70.39387323711449
355,23.49344107159675,16.538983350943898,359.78724156172126,1026.9661169689102
288,24.950800175497328,15.483816779735697,162.96842525006116,374.60156042063403
177,24.573803499648076,25.58066820187283,270.6317742584764,578.5622875813265
281,26.704090416347675,20.274122758811185,270.2231349230208,905.241974329837
176,20.358566434902617,25.404085764023037,93.75514964868893,210.2227257798255
177,15.82087154874568,25.12436782880924,363.6883696253508,620.4411681348408
228,22.47916135298086,25.172540448835363,176.63260181993076,556.2748766890288
337,14.919735793062166,17.007514690217253,73.99117040321202,90.28177874811328
157,26.655802956014,22.565258179711638,368.6477012519635,779.6699685309565
68,23.860929913158593,26.20524105512433,125.64008312881518,86.987495750756
158,26.76792850354604,18.357921046119667,307.4786398002677,544.6521591800097
296,18.90428888322024,22.571676181582003,384.6916569674068,1081.1029006476194
180,14.205357035035615,18.761052842946345,129.9667307163545,84.2495973794615
327,20.77676607535563,17.435552786827365,296.3083504465323,767.6999753651078
128,15.575382527339961,24.587281333972665,148.31212716175716,76.9120499060393
292,22.835160056995953,16.45866913981443,336.576108201928,897.2722958262839
281,20.468168524331144,15.410607134277484,347.6511358471324,613.5097794431874
173,23.794810691057407,17.56995682090207,233.16950660825182,388.1927772305946
141,17.783894308011668,19.81343721465906,237.26891231036487,230.96109858074016
89,24.779152336361143,24.397300307545027,242.68548373311188,301.6930004165187
31,22.460667091119312,17.031972286837007,339.38706090457543,-2.6623435698234488
333,26.84022639790778,25.793264206489653,92.69337317257299,410.2268180606269
283,16.32124142291067,21.14799922566272,185.9467285880975,287.9298223037779
169,14.66524578031543,23.273056685632934,130.72998304547698,135.5151395540946
66,25.063649198306987,17.264855909557447,322.0370764057253,137.38161229427445
189,18.39986672081656,24.95874552778897,262.5337939880301,519.1176428434605
38,19.606202732093447,14.406419704349618,220.42477389884988,67.5046085413515
262,26.033687410110797,16.746650208820597,206.2162372012484,446.0668348326021
128,19.729058554199774,24.13932959472149,342.7145120638036,431.03163567650637
176,17.874247992263772,14.84315111889611,116.80442248433705,30.44110230269652
333,14.773441429516607,21.709838732134934,191.2926849008261,388.8450765306276
237,19.758159405296677,23.398924681203948,256.91818213877957,671.521193020656
160,22.514369837277883,21.44799876728713,112.62259498061154,227.64982484314572
181,17.499275750583855,15.31794152264101,202.3765871241481,122.06923806868937
83,23.331132164941977,21.779103306239243,286.47636569083653,246.43537192303663
149,20.217431324421906,21.94667854900053,204.03252412394016,261.1185295304541
190,25.15539479750942,20.307677296070544,86.59214743724031,148.19050428199785
145,16.10258713958787,18.738167095326776,258.52361980833507,137.7807285009609
104,23.842035622445742,17.16630620011474,105.38793949544018,29.429624152522393
142,26.123183497256043,14.99751471148958,158.37511124153428,186.86436471193386
133,23.638173170101812,14.457765075888922,68.99358316122608,6.008145094458143
283,19.27718527755504,24.289224832987166,224.62101084769412,764.4835276737197
256,16.99592497027608,20.831819798934177,199.0791697519626,313.9390810779503
141,15.278776417076466,15.92033466876236,319.6264657137571,279.00535175928576
128,22.350806070770954,15.226690437244262,332.11616740010703,339.0625283624763
182,15.85710610282006,15.183812816721018,361.01803274008375,268.7964093474293
223,24.897952203173404,15.87550751992404,95.07987507659888,99.74302059446049
339,26.48958545504077,14.370801746330867,153.27765849974872,425.61723558527063
192,15.765259317157861,23.94554278196867,270.8958518011747,524.8584599609425
237,18.888688365702265,18.76841474909478,380.93307012233794,722.4383953477355
198,26.1845373711005,17.740142256503532,214.58943318809384,413.90514987722656
190,20.119159568338716,19.993049804218025,226.77992789802187,424.306762608428
97,20.96040873275976,18.03989125978277,194.34128996220286,134.4179164036123
318,23.717707986529767,23.064157503689707,152.721543790282,473.87746086611486
306,16.736934341813917,17.86804130726552,147.3411871282841,348.9092000785786
333,26.728937919731898,22.06982977696406,154.41872252461,633.11576487078
164,24.15148590309989,18.865799268810576,190.26090963625174,235.9498948426327
224,16.0978538075147,19.31926019986244,214.39835600921862,345.15538179047695
157,15.443904503194034,24.179604499829058,72.69163623560009,15.396974753435373
62,26.15440495083991,20.742166916329303,313.8267060759862,175.174226817033
205,22.90536139839947,19.271784500232375,85.30013549143814,183.7249445999057
51,14.501374979600534,18.263981734529505,260.03999676939736,85.34969127970885
267,15.84583386680473,22.522485083375205,272.7940813685259,505.7698539294791
187,14.621780187936086,22.14702344003314,65.53552712633032,37.63066869247123
67,26.6630621834461,15.083174723193247,172.59787417709055,145.30929161505472
259,20.472061689847123,22.770622389478063,312.07226203743545,778.7787632784934
80,20.007929702604756,19.877368778708284,156.79867046408927,5.168815861335631
293,26.42512396032513,26.66168054450953,362.7527683675141,1610.573475424649
312,20.560267941090228,20.08963562294717,383.1294791840193,1109.6961431888913
56,20.730813010476442,26.26353977104135,367.28775918159823,203.4065367802392
255,26.793263123593338,24.45061216366759,260.0784128439247,965.9583725302126
306,15.448618817714824,26.580877233151412,104.49059018414805,204.15819494989336
315,26.81481235824387,16.676696976054266,222.4809645932217,652.2666410537272
126,16.153812697671775,18.320143123653615,396.9694569106915,276.0794374119745
313,20.147849026995672,21.648620641251945,74.23678627798338,206.21668670232327
346,18.388977835077355,15.265670549848402,179.26951098711612,292.1246264845688
333,26.420476231782054,23.248396277708967,139.36321862797155,595.6971406482729
176,20.31154301467595,17.49863698708002,376.8619612477331,374.56128944306005
33,14.299188718280991,15.94277196503044,207.28830817028722,-14.455368809027334
64,16.881984745821853,14.76628809824906,52.634019663969326,-2.0121088159172125
221,19.600556599120615,19.395441957652118,245.35323270038694,408.8244073983211
78,22.793075299176834,15.654761926124806,168.86539081312338,130.2676680264806
46,21.30473897861434,20.487424096155777,304.7838793125684,168.99844720744187
201,25.04882081857606,19.31760609999705,98.8280611044028,239.56165869549287
249,24.76963664442791,25.321160131597132,309.0648323859474,941.1530516674688
187,21.676620906791992,14.948197677357701,181.20389899313054,225.6351704766725
75,21.427094173940887,25.176491657718323,397.5618430999483,308.64179244743866
35,17.616141308098328,23.29486047819378,218.2393561965107,38.59436984389647
128,26.452776244928607,22.398189871399133,170.46144439289685,210.8801312821995
262,14.99906739060285,26.678497373874052,168.54882320418034,391.555927001235
66,19.161393359840154,14.639519874716726,69.03028687124453,-21.89455860736102
309,22.590866565138366,20.376865647541234,397.781063083096,1261.1361701685375
331,26.293620301114274,23.48050189710039,299.1028280768151,1449.4072705092422
210,20.51988701497912,20.94758211379661,341.21717633119124,612.5468330410972
124,25.646951244586088,18.165963722938606,239.4572924661126,335.5150531600277
128,15.36239711394912,14.340653724469263,377.9539573028575,197.13547675906239
217,20.91059427149767,22.477245796503894,219.0507628187235,497.6711650158792
145,18.108657276633505,25.25179544465462,150.00275063924485,219.73573964279444
220,24.34405790479594,23.33839339065122,316.212357013874,834.6606663287329
282,19.784932554724943,14.664075682222256,299.2731135468046,434.4197827064146
190,20.17828231982555,23.113033428094674,335.2434507372598,594.3858240431251
285,14.842167228820937,23.587691590295336,368.6556548716659,754.2571002814067
352,19.694130796104282,22.623267661211294,118.24991216474737,365.6523308380201
157,15.050773060121806,21.65670540752952,165.74647851107397,123.20659512192917
47,17.894307535174413,23.11861185420591,183.22598087864438,56.360378666603495
310,15.649459095486662,21.48995216447459,136.69040736202592,299.4786058633439
252,18.348252017685667,20.228389266701107,366.3991001169294,777.7256656931448
83,16.956048482585263,20.97286933408321,217.70184938998202,82.17335961360855
87,17.707339401139365,14.936931746076214,361.4526600107132,153.8033616597254
352,15.929015921312526,20.832087485289073,226.05455708121542,572.531036719313
203,19.714898969190617,23.14692098563406,216.03757553042118,470.1677679816196
309,20.468494155136842,20.418335569538133,167.36501055809526,539.1179263371696
143,24.876420011130882,21.240706780996724,220.15626652402244,328.27810723491615
317,21.004730234528655,23.93244689362882,147.98655611560417,572.235021901718
180,16.973847877050787,15.837559322715057,249.0117017730269,325.7854395970221
156,23.56664405621592,23.748230617181523,105.39692957201322,199.71124226628405
184,17.864207707684287,18.85641597087247,334.8320700545716,461.9663049733488
302,23.833155105097735,24.21231657284675,112.34741565414268,407.5094820489614
133,19.033132756679322,16.855746878753095,223.20488776480602,142.37631702028756
328,20.6777758136204,24.32345493969155,134.60508592437532,496.89188940362715
275,20.548822385172542,24.289430211298008,356.85429553324735,1128.4121434506305
205,26.423265912464714,18.176461066483903,138.42577664666982,267.19724338890285
68,15.997649097159764,24.34831177140171,353.50433196125766,136.0621820612945
199,26.201222781260213,15.610594090189549,70.0310679412134,138.5902911401029
276,21.305851635405208,24.522818355711415,89.60567928226057,297.25418005327884
55,26.917951557805573,15.904084638483358,64.30650885057469,-48.3003560793578
335,21.450797588243358,26.812457959589814,105.15159363405046,394.62492986777085
42,22.53288942219811,21.63551354721244,236.6046385639224,67.29022282430267
345,23.74446464026426,24.162033189614704,256.71251990077815,1100.8910685744845
342,24.683259330547028,21.32442771495527,92.66642079309861,370.07883163886504
65,20.208326926721455,21.524468302204603,114.89865746650788,15.190085304480071
202,22.821720532095362,20.277214748937165,265.1620109764207,577.1805425833749
49,21.993478946726945,15.797523446731885,116.96668543240418,162.94157981969622
350,19.292130961942362,17.535286339876023,315.78332361756225,849.000443956586
293,24.670369013382377,26.166016754432857,370.8480567782099,1584.9742116838302
171,16.501831191830096,18.844335153051986,235.74267716201385,217.3734602893042
172,16.172699247905907,14.731129223086773,347.29628168506156,328.16245063349686
121,23.573696788455997,24.36578017981285,79.48349071452164,10.06287744649427
351,22.28730907830323,23.272839871293982,366.95158966854945,1600.3109359417099
317,18.129586051972815,17.997508650899682,71.63778614062252,209.47797905855657
244,22.256688758714894,18.824823388739624,54.04401848867938,-41.65586302919624
80,24.018413449377046,20.386195880383628,366.5135716500252,417.0072720991946
182,16.820560316669408,15.854490867785518,109.02399721201049,56.78042610420023
215,21.558123713462916,26.899706157942166,330.3693904449689,928.6288585914192
92,24.72065670672898,18.913828282023402,212.5988668691397,205.5785396301333
219,19.346100999543292,25.1514043189864,185.16294943836945,389.44951480034626
154,21.43257719843558,24.76872638771892,387.0733224303079,641.5576969461845
179,15.020964155542092,17.446964853512156,311.3592282755494,216.57364739291884
343,24.796093459562556,15.02980834702893,332.728446244284,978.9872683322509
87,24.34964279555527,19.82082360739281,146.85748732028688,150.06946641952072
334,19.93130788895604,16.845056572978102,75.90374405851134,173.05516472294568
209,15.550229332447088,18.930087701040474,153.49554165829352,81.29359414620336
199,22.585184193159463,25.943971012782367,353.64118623670265,889.742556386295
355,21.448741557565285,21.60523715592703,339.85903176144274,1342.47759359556
300,25.953238667133448,19.490711515468014,337.5678910473314,1178.6103887137106
83,17.637510887453452,21.716370192341955,216.05188829489234,75.06754490241043
130,14.420244036781076,15.358407395413273,147.99599556000004,4.773078723711109
293,17.31161493062065,23.884945246349858,103.01795186785498,213.39620721255218
82,19.56279073197982,21.361589331755017,86.67914688192522,27.273216368052644
89,16.020777714867503,26.609849433852304,192.42107385159517,135.74321564326198
137,26.736554272191377,19.125766722597586,289.5856595573286,458.6468822527325
34,16.891083337864195,16.430856461676633,371.5221969711731,45.416620151582386
132,22.81219110626061,16.332585603227155,178.9922482723973,173.3497554364646
225,19.903464922629052,25.14582230558907,353.7689543022706,908.5592721239965
291,21.216922112746765,19.990300270323964,345.63526496820987,980.3040809839962
76,26.124839900794502,17.79317891261996,305.27548489702684,180.89148748324567
340,20.910199941477885,24.25076254635029,261.9632684525576,986.1342688839493
337,17.967944368460625,23.582935283489952,68.02442378332397,274.82969314351124
173,16.870585997591164,25.8339373574049,218.9412248085726,295.3531424081101
298,25.595907310838577,25.259529827744963,334.22422395866414,1413.1482620539146
153,26.82742585373012,15.271415647751613,359.2463090945625,378.3566834097941
135,17.273818065634373,16.232195725551694,201.7987424783346,7.345069844873024
187,23.38513859577511,19.988927195000844,250.11891158203144,448.47975045332225
176,20.57478231581989,25.63166718859754,352.8805240268041,711.0108448292312
174,23.081578973467916,23.70110157744931,213.91408909401042,411.7313883472913
149,26.534789446018372,15.692868874115542,260.7167227101625,289.53737357220064
348,17.58912746947621,16.466052575884223,347.0189077777908,693.9085732542725
304,23.619297766775322,20.03363343565848,326.8911615784368,1034.3071519957562
121,19.693308538218375,22.94910032795026,80.74355347413426,46.132628749370014
87,22.48294347377275,16.54026474410973,77.22348403939894,67.95448608351234
258,19.28647490650029,15.083938871041546,195.48070428268122,316.1039091242431
146,23.208367742157698,14.240837572099265,348.423610081212,303.6992848502434
347,18.387520518257936,15.697563531048726,372.87854919920767,765.6220423051129
308,20.348616268705598,19.329032136244354,382.0546629991293,987.2003500956174
156,23.21431738372025,25.239329892733682,396.0705319349141,853.509326719383
158,14.555188372599389,14.528620671639267,226.91231620361998,179.67519913587313
87,18.265163906560396,22.836781921949232,371.2788872054432,197.7844674349659
151,21.100401134147745,15.74165402518972,304.4746276138403,381.98757007943175
30,14.963757314866532,20.39095456389142,205.6679152374253,4.283252809692485
268,23.141038023012705,17.736583546867116,375.0567510650856,866.0201059628374
319,24.57273043439206,24.900588746353094,192.36854188489568,821.630816466207
125,16.123255024304168,22.634831102300346,152.60091936863586,146.6270146843899
